frobenius_matrices|good_primes|kernel_polynomial|label|projective_kernel_polynomial
{{3,3,1,3},{2,2,4,2},{1,0,0,4},{1,0,0,4},{4,0,0,1},{4,0,0,4},{1,0,0,1},{4,0,0,1},{3,3,1,3},{4,0,0,1},{3,3,1,3},{1,0,0,4},{3,3,1,3},{4,0,0,1},{4,0,0,1},{3,3,1,3},{2,2,4,2},{1,0,0,4},{2,2,4,2},{1,0,0,4},{4,0,0,1},{1,0,0,4}}|{2,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{29,-24,15,7,-6,-3,1}|5.2.567.13|{4,2,5,-1,1}
{{3,3,1,3},{2,3,4,3},{3,2,1,2},{3,3,1,3},{2,2,4,2},{3,2,1,2},{2,3,4,3},{3,3,1,3},{2,2,4,2},{3,3,1,3},{3,3,1,3},{4,0,0,4},{2,2,4,2},{1,0,0,1},{3,2,1,2},{2,3,4,3},{3,2,1,2},{2,3,4,3},{4,0,0,4},{1,0,0,1},{3,2,1,2}}|{7,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{29,-19,14,-5,-8,-1,1}|5.2.696.20|{30799,-346,347,-2,1}
{{2,2,4,2},{1,0,0,4},{3,3,1,3},{4,0,0,4},{1,0,0,4},{4,0,0,1},{4,0,0,1},{3,3,1,3},{4,0,0,1},{1,0,0,4},{2,2,4,2},{1,0,0,4},{4,0,0,1},{3,3,1,3},{1,0,0,4},{4,0,0,1},{2,2,4,2},{3,3,1,3},{4,0,0,1},{3,3,1,3},{3,3,1,3},{1,0,0,4}}|{2,3,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{29,-19,25,-13,9,-3,1}|5.2.539.9|{144,0,31,0,1}
{{3,2,4,3},{3,2,4,3},{4,0,0,4},{1,0,0,4},{4,0,0,1},{4,0,0,1},{2,3,1,2},{3,2,4,3},{1,0,0,4},{1,0,0,4},{3,2,4,3},{1,0,0,4},{3,2,4,3},{3,2,4,3},{3,2,4,3},{2,3,1,2},{1,0,0,1},{4,0,0,1},{1,0,0,4},{3,2,4,3},{1,0,0,4},{4,0,0,1},{1,0,0,4},{4,0,0,1}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{29,14,3,17,-8,-1,1}|5.2.839.4|{44521,0,417,0,1}
{{1,0,0,4},{2,3,1,2},{2,3,1,2},{2,3,1,2},{3,2,1,2},{4,0,0,4},{3,2,1,2},{3,3,1,3},{1,0,0,4},{3,3,1,3},{3,3,1,3},{3,2,1,2},{1,0,0,4},{3,3,1,3},{1,0,0,4},{1,0,0,4},{3,2,1,2},{3,2,1,2},{3,2,1,2},{3,2,1,2},{3,3,1,3},{2,3,1,2}}|{2,3,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{29,27,5,0,5,-3,1}|5.2.133.4|{239,-83,0,-1,1}
{{4,0,0,1},{2,3,1,2},{4,0,0,1},{4,0,0,1},{2,3,1,2},{3,3,1,3},{2,3,4,3},{2,3,4,3},{3,3,1,3},{2,3,4,3},{4,0,0,4},{4,0,0,1},{3,3,1,3},{2,3,1,2},{2,3,1,2},{3,3,1,3},{2,3,4,3},{4,0,0,1},{1,0,0,1},{2,3,1,2},{4,0,0,1}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,89,97}|{29,41,-2,15,-4,-1,1}|5.2.996.12|{62749,-496,497,-2,1}
{{3,3,1,3},{3,3,1,3},{3,2,1,2},{2,3,4,3},{3,2,1,2},{3,3,1,3},{2,2,4,2},{3,2,1,2},{1,0,0,1},{1,0,0,1},{4,0,0,4},{2,2,4,2},{3,3,1,3},{3,2,1,2},{3,3,1,3},{2,2,4,2},{1,0,0,1},{3,2,1,2},{1,0,0,1},{3,2,1,2},{2,3,4,3},{3,2,1,2},{2,3,4,3},{3,2,1,2}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{31,-64,13,-11,0,-1,1}|5.2.863.2|{47089,0,429,0,1}
{{2,2,4,2},{3,2,1,2},{3,2,1,2},{3,3,1,3},{2,2,4,2},{2,3,4,3},{2,3,4,3},{3,3,1,3},{1,0,0,1},{3,2,1,2},{3,2,1,2},{3,3,1,3},{2,3,4,3},{2,2,4,2},{3,3,1,3},{2,2,4,2},{3,2,1,2},{3,3,1,3},{3,3,1,3},{2,2,4,2},{2,2,4,2},{3,2,1,2},{4,0,0,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{31,-53,73,-41,23,-3,1}|5.2.813.2|{4096,0,143,0,1}
{{1,0,0,4},{3,3,1,3},{1,0,0,4},{3,2,1,2},{1,0,0,4},{2,3,1,2},{3,2,1,2},{1,0,0,4},{2,3,1,2},{1,0,0,4},{3,3,1,3},{3,3,1,3},{2,3,1,2},{1,0,0,1},{3,3,1,3},{3,2,1,2},{3,3,1,3},{1,0,0,1},{1,0,0,4},{2,3,1,2},{1,0,0,4}}|{3,7,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{31,-49,10,-9,-2,-1,1}|5.2.748.8|{2304,0,91,0,1}
{{4,0,0,4},{1,0,0,4},{3,2,1,2},{3,3,1,3},{3,3,1,3},{2,3,1,2},{1,0,0,4},{2,3,1,2},{1,0,0,1},{1,0,0,4},{3,2,1,2},{3,3,1,3},{3,3,1,3},{1,0,0,4},{2,3,1,2},{1,0,0,1},{3,3,1,3},{3,2,1,2},{1,0,0,4},{3,2,1,2},{3,3,1,3},{2,3,1,2},{1,0,0,4}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{31,-21,22,9,-8,-3,1}|5.2.716.6|{2116,0,87,0,1}
{{4,0,0,1},{2,3,1,2},{4,0,0,1},{4,0,0,1},{1,0,0,4},{3,2,4,3},{1,0,0,4},{3,2,4,3},{2,3,1,2},{3,2,4,3},{4,0,0,1},{3,2,4,3},{1,0,0,4},{1,0,0,4},{4,0,0,1},{1,0,0,4},{3,2,4,3},{1,0,0,4},{3,2,4,3},{1,0,0,1},{3,2,4,3}}|{7,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{31,-19,-20,1,-2,-1,1}|5.2.348.3|{529,0,41,0,1}
{{4,0,0,1},{2,3,1,2},{3,2,4,3},{1,0,0,4},{3,2,4,3},{2,3,1,2},{3,2,4,3},{3,2,4,3},{1,0,0,4},{4,0,0,1},{1,0,0,4},{4,0,0,1},{4,0,0,4},{4,0,0,1},{1,0,0,4},{2,3,1,2},{4,0,0,1},{1,0,0,4},{1,0,0,4},{3,2,4,3},{3,2,4,3},{1,0,0,1}}|{2,7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{31,-18,-12,-4,6,0,1}|5.2.837.3|{64,-8,-7,-1,1}
{{3,2,4,3},{3,2,1,2},{3,2,1,2},{1,0,0,4},{3,2,4,3},{3,2,1,2},{1,0,0,4},{3,2,1,2},{1,0,0,4},{1,0,0,1},{4,0,0,4},{1,0,0,4},{3,2,1,2},{3,2,1,2},{3,2,4,3},{2,2,4,2},{1,0,0,4},{3,2,1,2},{2,2,4,2},{3,2,1,2},{2,2,4,2},{3,2,4,3},{1,0,0,1},{3,2,4,3}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{31,-16,31,11,-10,-3,1}|5.2.823.7|{42849,0,409,0,1}
{{2,3,4,3},{3,2,1,2},{2,2,4,2},{3,2,1,2},{2,3,4,3},{3,2,1,2},{3,3,1,3},{2,3,4,3},{3,2,1,2},{2,2,4,2},{3,3,1,3},{3,3,1,3},{3,3,1,3},{2,3,4,3},{2,3,4,3},{3,2,1,2},{2,3,4,3},{2,3,4,3},{3,3,1,3},{3,3,1,3},{1,0,0,1}}|{7,11,13,17,19,23,29,31,41,43,47,53,59,61,67,71,73,79,83,89,97}|{31,-5,-2,13,-4,-3,1}|5.2.444.3|{2116,46,47,-1,1}
{{2,3,1,2},{1,0,0,4},{3,3,1,3},{3,3,1,3},{3,2,1,2},{3,2,1,2},{2,3,1,2},{4,0,0,4},{1,0,0,1},{4,0,0,4},{3,3,1,3},{1,0,0,4},{3,2,1,2},{3,2,1,2},{1,0,0,4},{3,2,1,2},{1,0,0,4},{3,3,1,3},{3,3,1,3},{3,2,1,2},{2,3,1,2},{3,3,1,3},{1,0,0,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{31,76,56,4,5,-2,1}|5.2.579.5|{2704,0,-89,0,1}
{{3,3,1,3},{4,0,0,4},{3,2,1,2},{2,2,4,2},{2,2,4,2},{3,2,1,2},{3,3,1,3},{2,3,4,3},{3,2,1,2},{1,0,0,1},{1,0,0,1},{3,3,1,3},{3,2,1,2},{2,3,4,3},{3,3,1,3},{2,2,4,2},{3,3,1,3},{3,2,1,2},{2,2,4,2},{3,2,1,2},{3,3,1,3},{2,3,4,3},{2,3,4,3}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{32,-88,121,14,2,-2,1}|5.2.508.5|{1024,0,-63,0,1}
{{1,0,0,4},{3,3,1,3},{3,3,1,3},{2,3,1,2},{4,0,0,4},{1,0,0,4},{2,3,1,2},{3,3,1,3},{3,2,1,2},{3,2,1,2},{1,0,0,4},{3,3,1,3},{2,3,1,2},{3,3,1,3},{2,3,1,2},{3,3,1,3},{4,0,0,4},{3,2,1,2},{1,0,0,4},{3,3,1,3},{3,2,1,2},{3,2,1,2}}|{3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{32,-8,1,-6,2,-2,1}|5.2.52.8|{9,0,7,0,1}
{{1,0,0,1},{3,3,1,3},{3,2,1,2},{3,3,1,3},{4,0,0,4},{3,3,1,3},{2,3,1,2},{3,2,1,2},{1,0,0,4},{2,3,1,2},{2,3,1,2},{3,3,1,3},{3,2,1,2},{1,0,0,4},{1,0,0,4},{3,2,1,2},{3,2,1,2},{1,0,0,4},{3,2,1,2},{1,0,0,4},{3,3,1,3},{3,3,1,3}}|{2,3,11,13,17,19,23,29,31,37,43,47,53,59,61,67,71,73,79,83,89,97}|{32,-4,108,-19,11,-1,1}|5.2.287.3|{144,0,-17,0,1}
{{3,2,1,2},{3,3,1,3},{2,3,1,2},{2,3,1,2},{1,0,0,1},{1,0,0,4},{3,3,1,3},{3,3,1,3},{1,0,0,4},{3,2,1,2},{3,2,1,2},{3,3,1,3},{3,3,1,3},{2,3,1,2},{3,3,1,3},{2,3,1,2},{4,0,0,4},{3,2,1,2},{1,0,0,4},{2,3,1,2},{3,2,1,2},{3,2,1,2}}|{3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{32,0,17,0,4,0,1}|5.2.832.11|{49,0,-12,0,1}
{{3,2,1,2},{3,3,1,3},{4,0,0,4},{2,2,4,2},{2,2,4,2},{3,2,1,2},{3,3,1,3},{2,2,4,2},{3,3,1,3},{2,3,4,3},{2,2,4,2},{3,3,1,3},{4,0,0,4},{2,3,4,3},{3,2,1,2},{2,2,4,2},{3,2,1,2},{3,3,1,3},{2,2,4,2},{3,3,1,3},{4,0,0,4},{2,3,4,3},{2,3,4,3}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{32,40,25,-18,2,-2,1}|5.2.788.9|{60516,0,493,0,1}
{{3,2,1,2},{3,3,1,3},{3,2,1,2},{2,3,4,3},{2,3,4,3},{4,0,0,4},{3,3,1,3},{2,3,4,3},{3,2,1,2},{2,3,4,3},{2,3,4,3},{3,2,1,2},{3,2,1,2},{2,2,4,2},{3,3,1,3},{1,0,0,1},{4,0,0,4},{3,3,1,3},{2,2,4,2},{3,2,1,2},{4,0,0,4},{2,2,4,2}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89}|{32,72,81,-26,2,-2,1}|5.2.388.7|{576,0,49,0,1}
{{3,2,4,3},{1,0,0,1},{3,2,4,3},{3,2,1,2},{3,2,4,3},{2,2,4,2},{3,2,1,2},{1,0,0,4},{1,0,0,4},{4,0,0,4},{3,2,1,2},{1,0,0,4},{2,2,4,2},{1,0,0,4},{3,2,1,2},{1,0,0,4},{1,0,0,4},{3,2,4,3},{3,2,1,2},{3,2,4,3},{1,0,0,4},{1,0,0,4}}|{2,3,7,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{33,11,31,8,-2,-1,1}|5.2.143.4|{36,0,-1,0,1}
{{3,2,1,2},{2,3,1,2},{3,3,1,3},{3,3,1,3},{3,3,1,3},{4,0,0,4},{1,0,0,4},{1,0,0,4},{3,3,1,3},{2,3,1,2},{1,0,0,4},{3,2,1,2},{3,2,1,2},{3,2,1,2},{1,0,0,1},{1,0,0,1},{1,0,0,4},{1,0,0,4},{1,0,0,4},{1,0,0,4},{1,0,0,4}}|{7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{34,-144,2,-14,4,-2,1}|5.2.816.13|{625,0,35,0,1}
{{1,0,0,4},{1,0,0,4},{3,3,4,2},{3,3,4,2},{2,2,4,2},{1,0,0,4},{2,2,4,2},{3,2,4,3},{1,0,0,4},{1,0,0,4},{1,0,0,1},{1,0,0,1},{3,2,4,3},{3,3,4,2},{3,2,4,3},{3,2,4,3},{1,0,0,4},{3,3,4,2},{3,3,4,2},{3,2,4,3},{3,2,4,3}}|{7,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{34,12,46,-11,13,-1,1}|5.2.396.10|{1,0,13,0,1}
{{4,0,0,1},{1,0,0,4},{1,0,0,4},{2,3,1,2},{3,2,4,3},{2,3,1,2},{1,0,0,4},{3,2,4,3},{3,2,4,3},{1,0,0,4},{2,3,1,2},{3,2,4,3},{2,3,1,2},{1,0,0,4},{1,0,0,4},{3,2,4,3},{4,0,0,4},{4,0,0,1},{3,2,4,3},{4,0,0,1},{1,0,0,4},{4,0,0,1}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{35,-40,46,-10,12,0,1}|5.2.488.7|{635,10,-9,-2,1}
{{1,0,0,4},{3,2,1,2},{2,3,1,2},{3,2,1,2},{3,3,1,3},{1,0,0,4},{3,2,1,2},{4,0,0,4},{3,3,1,3},{1,0,0,4},{4,0,0,4},{3,2,1,2},{1,0,0,4},{1,0,0,4},{3,3,1,3},{3,3,1,3},{3,2,1,2},{2,3,1,2},{2,3,1,2},{3,2,1,2},{1,0,0,4},{2,3,1,2}}|{2,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{35,0,0,0,0,0,1}|5.2.147.5|{81,-9,-8,-1,1}
{{3,2,4,3},{2,2,4,2},{2,2,4,2},{2,2,4,2},{3,3,4,2},{4,0,0,4},{1,0,0,4},{3,3,4,2},{4,0,0,4},{1,0,0,4},{3,2,4,3},{1,0,0,4},{3,3,4,2},{3,2,4,3},{3,2,4,3},{3,2,4,3},{3,2,4,3},{1,0,0,1},{3,3,4,2},{1,0,0,1},{2,2,4,2},{3,3,4,2}}|{2,3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,97}|{35,0,25,0,10,0,1}|5.2.623.5|{4316,376,27,-1,1}
{{1,0,0,4},{3,3,1,3},{2,3,1,2},{3,3,1,3},{1,0,0,4},{2,3,1,2},{2,3,1,2},{3,2,1,2},{1,0,0,4},{2,3,1,2},{3,3,1,3},{1,0,0,4},{1,0,0,4},{3,2,1,2},{3,2,1,2},{4,0,0,4},{3,2,1,2},{3,3,1,3},{2,3,1,2},{3,3,1,3},{3,2,1,2},{1,0,0,4}}|{3,7,11,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,-96,50,20,-15,-1,1}|5.2.92.6|{461,48,-47,-2,1}
{{3,2,4,3},{1,0,0,4},{1,0,0,4},{3,3,4,2},{3,3,4,2},{2,2,4,2},{1,0,0,4},{2,2,4,2},{3,2,4,3},{3,2,4,3},{3,2,4,3},{1,0,0,1},{2,2,4,2},{3,2,4,3},{3,3,4,2},{4,0,0,4},{3,2,4,3},{1,0,0,1},{2,2,4,2},{1,0,0,4},{1,0,0,4}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,71,73,79,83,89,97}|{36,-90,54,-3,19,-1,1}|5.2.804.14|{17956,0,-67,0,1}
{{3,2,1,2},{2,3,1,2},{1,0,0,4},{1,0,0,4},{3,3,1,3},{3,3,1,3},{3,2,1,2},{3,2,1,2},{1,0,0,4},{3,3,1,3},{2,3,1,2},{3,2,1,2},{3,2,1,2},{1,0,0,4},{4,0,0,4},{2,3,1,2},{3,2,1,2},{3,3,1,3},{3,3,1,3},{4,0,0,4},{2,3,1,2},{3,2,1,2},{1,0,0,4}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,-36,37,-22,10,-2,1}|5.2.452.7|{1094,46,-45,-2,1}
{{3,2,1,2},{3,2,1,2},{3,3,1,3},{2,3,4,3},{3,2,1,2},{3,2,1,2},{2,3,4,3},{3,3,1,3},{2,2,4,2},{2,2,4,2},{3,2,1,2},{2,3,4,3},{3,2,1,2},{3,2,1,2},{3,3,1,3},{2,3,4,3},{2,3,4,3},{3,2,1,2},{2,3,4,3},{3,2,1,2},{2,3,4,3},{3,3,1,3},{2,2,4,2},{3,3,1,3}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,-30,13,3,-4,-3,1}|5.2.643.2|{26244,0,319,0,1}
{{3,3,1,3},{3,2,1,2},{3,2,1,2},{2,3,4,3},{2,2,4,2},{2,2,4,2},{3,2,1,2},{2,2,4,2},{3,3,1,3},{3,3,1,3},{2,3,4,3},{2,2,4,2},{3,3,1,3},{2,3,4,3},{3,2,1,2},{4,0,0,4},{3,2,1,2},{2,3,4,3},{2,3,4,3},{3,3,1,3},{4,0,0,4}}|{7,11,13,17,19,23,29,31,37,43,47,53,59,61,67,71,73,79,83,89,97}|{36,-30,28,3,1,-3,1}|5.2.984.13|{7314,156,-155,-2,1}
{{4,0,0,1},{3,3,1,3},{1,0,0,4},{1,0,0,4},{2,2,4,2},{2,2,4,2},{4,0,0,1},{3,3,1,3},{2,2,4,2},{1,0,0,4},{3,3,1,3},{4,0,0,4},{2,2,4,2},{4,0,0,1},{3,3,1,3},{4,0,0,1},{1,0,0,4},{1,0,0,4},{4,0,0,4},{4,0,0,1},{4,0,0,1},{1,0,0,4},{3,3,1,3}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,-27,-15,3,7,-1,1}|5.2.471.4|{1849,0,-71,0,1}
{{2,3,1,2},{1,0,0,4},{3,2,1,2},{1,0,0,4},{3,2,1,2},{3,3,1,3},{1,0,0,4},{2,3,1,2},{2,3,1,2},{3,3,1,3},{2,3,1,2},{4,0,0,4},{3,3,1,3},{3,3,1,3},{3,2,1,2},{4,0,0,4},{2,3,1,2},{1,0,0,1},{3,3,1,3},{1,0,0,4},{3,2,1,2}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,71,73,79,83,89,97}|{36,-24,10,8,-3,-1,1}|5.2.804.15|{4489,0,67,0,1}
{{3,2,1,2},{2,3,4,3},{3,2,1,2},{2,2,4,2},{3,2,1,2},{2,3,4,3},{3,2,1,2},{3,2,1,2},{2,2,4,2},{2,3,4,3},{3,3,1,3},{2,3,4,3},{3,3,1,3},{3,3,1,3},{3,2,1,2},{2,2,4,2},{2,2,4,2},{4,0,0,4},{2,2,4,2},{2,2,4,2},{4,0,0,4},{3,2,1,2},{2,3,4,3}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,-18,3,9,-2,-1,1}|5.2.771.5|{4096,64,65,-1,1}
{{2,3,1,2},{1,0,0,4},{3,2,1,2},{3,3,1,3},{2,3,1,2},{1,0,0,4},{3,2,1,2},{2,3,1,2},{3,3,1,3},{2,3,1,2},{3,3,1,3},{4,0,0,4},{3,3,1,3},{1,0,0,1},{3,2,1,2},{1,0,0,4},{3,2,1,2},{3,2,1,2},{4,0,0,4},{4,0,0,4},{3,2,1,2}}|{7,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,-12,10,-10,3,-1,1}|5.2.696.21|{3364,0,58,0,1}
{{3,2,1,2},{3,3,1,3},{2,3,4,3},{2,3,4,3},{3,3,1,3},{3,3,1,3},{2,3,4,3},{3,2,1,2},{2,2,4,2},{2,3,4,3},{4,0,0,4},{3,2,1,2},{2,2,4,2},{3,3,1,3},{2,2,4,2},{3,3,1,3},{3,2,1,2},{2,3,4,3},{4,0,0,4},{2,2,4,2},{2,3,4,3}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,89,97}|{36,0,-12,0,1,0,1}|5.2.996.13|{3844,0,125,0,1}
{{1,0,0,4},{3,2,4,3},{1,0,0,4},{4,0,0,1},{2,3,1,2},{3,2,4,3},{4,0,0,1},{1,0,0,4},{2,3,1,2},{4,0,0,1},{1,0,0,1},{4,0,0,1},{3,2,4,3},{3,2,4,3},{2,3,1,2},{2,3,1,2},{4,0,0,1},{1,0,0,4},{1,0,0,1},{3,2,4,3},{1,0,0,4}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,89,97}|{36,0,-6,12,1,-1,1}|5.2.996.14|{6889,0,83,0,1}
{{3,2,1,2},{3,2,1,2},{3,2,1,2},{2,2,4,2},{2,3,4,3},{3,2,1,2},{3,3,1,3},{2,3,4,3},{3,2,1,2},{2,3,4,3},{2,3,4,3},{3,3,1,3},{2,3,4,3},{3,3,1,3},{2,2,4,2},{4,0,0,4},{3,3,1,3},{2,2,4,2},{3,3,1,3},{3,2,1,2},{2,2,4,2},{2,3,4,3}}|{3,7,11,13,17,19,23,29,31,37,41,43,53,59,61,67,71,73,79,83,89,97}|{36,0,4,0,4,0,1}|5.2.752.3|{3481,0,-117,0,1}
{{2,3,1,2},{3,3,1,3},{2,3,1,2},{3,3,1,3},{3,2,1,2},{3,3,1,3},{3,3,1,3},{3,2,1,2},{3,2,1,2},{4,0,0,4},{2,3,1,2},{1,0,0,4},{4,0,0,4},{1,0,0,4},{3,2,1,2},{3,2,1,2},{1,0,0,4},{2,3,1,2},{3,3,1,3},{1,0,0,4},{2,3,1,2}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,83,89,97}|{36,0,6,-12,1,-1,1}|5.2.948.8|{6241,0,79,0,1}
{{3,2,1,2},{3,3,1,3},{2,2,4,2},{2,2,4,2},{3,2,1,2},{3,3,1,3},{2,2,4,2},{3,3,1,3},{1,0,0,1},{2,3,4,3},{3,3,1,3},{3,3,1,3},{2,3,4,3},{4,0,0,4},{2,3,4,3},{4,0,0,4},{3,2,1,2},{2,3,4,3},{3,3,1,3},{3,2,1,2},{2,3,4,3},{2,3,4,3}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,0,9,0,-6,0,1}|5.2.864.6|{225,0,0,0,1}
{{3,2,4,3},{3,2,4,3},{2,2,4,2},{2,2,4,2},{3,2,1,2},{3,2,4,3},{2,2,4,2},{3,2,1,2},{1,0,0,4},{1,0,0,1},{3,2,4,3},{3,2,1,2},{1,0,0,1},{3,2,1,2},{1,0,0,4},{3,2,1,2},{3,2,1,2},{2,2,4,2},{3,2,4,3},{1,0,0,4},{2,2,4,2}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,83,89,97}|{36,0,12,0,1,0,1}|5.2.948.9|{3481,0,119,0,1}
{{1,0,0,4},{3,2,4,3},{2,3,1,2},{3,2,4,3},{1,0,0,4},{3,2,4,3},{3,2,4,3},{2,3,1,2},{1,0,0,1},{4,0,0,1},{2,3,1,2},{3,2,4,3},{4,0,0,1},{4,0,0,4},{1,0,0,4},{1,0,0,1},{4,0,0,1},{1,0,0,4},{2,3,1,2},{4,0,0,1},{4,0,0,1},{1,0,0,4}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,18,9,-12,-3,0,1}|5.2.216.7|{100,0,10,0,1}
{{1,0,0,4},{1,0,0,4},{1,0,0,4},{3,2,1,2},{3,3,1,3},{1,0,0,4},{2,3,1,2},{3,3,1,3},{3,2,1,2},{3,2,1,2},{1,0,0,4},{2,3,1,2},{1,0,0,4},{1,0,0,4},{3,3,1,3},{3,2,1,2},{3,2,1,2},{1,0,0,4},{2,3,1,2},{1,0,0,4},{3,2,1,2},{1,0,0,4},{2,3,1,2},{1,0,0,4}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,48,65,-7,-18,-1,1}|5.2.907.6|{51984,0,451,0,1}
{{3,2,1,2},{2,3,4,3},{3,2,1,2},{2,2,4,2},{3,2,1,2},{2,3,4,3},{3,3,1,3},{3,3,1,3},{2,2,4,2},{2,3,4,3},{3,3,1,3},{2,3,4,3},{3,2,1,2},{3,3,1,3},{3,2,1,2},{2,2,4,2},{2,3,4,3},{3,3,1,3},{2,3,4,3},{2,2,4,2},{4,0,0,4},{3,2,1,2},{2,2,4,2}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,54,87,-21,-8,-1,1}|5.2.951.5|{156816,396,397,-1,1}
{{1,0,0,4},{3,3,1,3},{1,0,0,4},{3,2,1,2},{3,2,1,2},{2,3,1,2},{3,2,1,2},{3,3,1,3},{3,3,1,3},{3,3,1,3},{3,2,1,2},{2,3,1,2},{1,0,0,4},{3,2,1,2},{1,0,0,4},{1,0,0,4},{3,3,1,3},{3,2,1,2},{2,3,1,2},{4,0,0,4},{3,3,1,3}}|{7,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,60,16,-17,-1,-1,1}|5.2.348.4|{121,0,-7,0,1}
{{2,3,4,3},{3,3,1,3},{2,2,4,2},{3,3,1,3},{2,2,4,2},{3,2,1,2},{3,2,1,2},{1,0,0,1},{3,2,1,2},{2,3,4,3},{3,3,1,3},{3,2,1,2},{3,2,1,2},{2,2,4,2},{2,2,4,2},{3,3,1,3},{2,3,4,3},{2,2,4,2},{3,3,1,3},{4,0,0,4},{2,2,4,2}}|{7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{37,-55,15,16,-9,-1,1}|5.2.744.16|{3844,0,62,0,1}
{{3,2,4,3},{1,0,0,4},{3,2,4,3},{2,2,4,2},{3,2,1,2},{1,0,0,4},{3,2,4,3},{4,0,0,4},{1,0,0,1},{1,0,0,1},{3,2,4,3},{1,0,0,4},{3,2,1,2},{3,2,1,2},{3,2,1,2},{1,0,0,4},{1,0,0,4},{3,2,4,3},{2,2,4,2},{1,0,0,4},{3,2,4,3},{3,2,4,3},{1,0,0,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{37,10,-11,1,2,-3,1}|5.2.579.6|{58081,241,242,-1,1}
